latitude,longitude,vehicle_type,junction_name,police_station,hours_blocked,CIS
13.0969118,77.5997368,CAR,No Junction,Yelahanka,3.0,18.0
12.98003,77.574892,CAR,BTP057 - Anand Rao Junction,Upparpet,3.0,18.0
12.9946271,77.5715166,CAR,No Junction,Malleshwaram,3.0,18.0
12.9976216,77.6703281,CAR,No Junction,Banaswadi,3.0,18.0
12.9536832,77.5429141,CAR,"BTP095 - Satellite Bus Stand, Mysore Road",Byatarayanapura,3.0,18.0
12.920642,77.6206295,CAR,BTP137 - Madiwala Traffic PS Junction,Madiwala,3.0,18.0
12.9201071,77.620925,CAR,BTP137 - Madiwala Traffic PS Junction,Madiwala,3.0,18.0
12.9202361,77.6208934,CAR,BTP137 - Madiwala Traffic PS Junction,Madiwala,3.0,18.0
12.9200168,77.6209921,CAR,BTP137 - Madiwala Traffic PS Junction,Madiwala,3.0,18.0
12.9202428,77.6208532,CAR,BTP137 - Madiwala Traffic PS Junction,Madiwala,3.0,18.0
13.0081714,77.6941552,CAR,No Junction,K.R. Pura,3.0,18.0
13.0059572,77.6863674,CAR,No Junction,K.R. Pura,3.0,18.0
12.9642262,77.576932,CAR,BTP082 - KR Market Junction,City Market,3.0,18.0
12.9778435,77.5794507,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9768921,77.5785642,CAR,BTP044 - Sagar Theatre Junction,Upparpet,3.0,18.0
12.9774547,77.5788515,CAR,BTP044 - Sagar Theatre Junction,Upparpet,3.0,18.0
12.9774974,77.5789217,CAR,BTP044 - Sagar Theatre Junction,Upparpet,3.0,18.0
12.9789896,77.578228,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9764442,77.5757171,CAR,BTP040 - Elite Junction,Upparpet,3.0,18.0
13.0121178,77.5525649,CAR,No Junction,Malleshwaram,3.0,18.0
13.0121225,77.5525521,CAR,No Junction,Malleshwaram,3.0,18.0
12.8909783,77.638375,CAR,No Junction,Hulimavu,3.0,18.0
13.0078179,77.557068,CAR,No Junction,Malleshwaram,3.0,18.0
12.9642851,77.5793303,CAR,BTP082 - KR Market Junction,Halasuru Gate,3.0,18.0
12.959121,77.576852,CAR,BTP104 - Medical College Circle,City Market,3.0,18.0
13.0078179,77.557068,CAR,No Junction,Malleshwaram,3.0,18.0
13.046782,77.580956,CAR,No Junction,Kodigehalli,3.0,18.0
13.046782,77.580956,CAR,No Junction,Kodigehalli,3.0,18.0
13.046782,77.580956,CAR,No Junction,Kodigehalli,3.0,18.0
13.0470245,77.5802953,CAR,No Junction,Kodigehalli,3.0,18.0
13.0477057,77.5791642,CAR,No Junction,Kodigehalli,3.0,18.0
13.0477057,77.5791642,CAR,No Junction,Kodigehalli,3.0,18.0
13.0477057,77.5791642,CAR,No Junction,Kodigehalli,3.0,18.0
13.0477059,77.5771577,CAR,No Junction,Kodigehalli,3.0,18.0
12.9561762,77.7320267,CAR,No Junction,Whitefield,3.0,18.0
13.1841573,77.6797841,CAR,No Junction,Chikkajala,3.0,18.0
13.0632283,77.5916017,CAR,No Junction,Kodigehalli,3.0,18.0
12.9790529,77.578844,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
13.0636128,77.5868384,CAR,No Junction,Kodigehalli,3.0,18.0
13.0583363,77.5914628,CAR,No Junction,Kodigehalli,3.0,18.0
13.0582794,77.5916433,CAR,No Junction,Kodigehalli,3.0,18.0
13.0627517,77.5925933,CAR,No Junction,Kodigehalli,3.0,18.0
13.0218032,77.5323034,CAR,No Junction,Rajajinagar,3.0,18.0
13.0124876,77.5537448,CAR,No Junction,Malleshwaram,3.0,18.0
13.0233537,77.5926922,CAR,No Junction,R.T. Nagar,3.0,18.0
13.01123,77.5435267,CAR,No Junction,Rajajinagar,3.0,18.0
13.1836317,77.679525,CAR,No Junction,Chikkajala,3.0,18.0
13.0511955,77.5937913,CAR,No Junction,Hebbala,3.0,18.0
12.9322926,77.6319704,CAR,No Junction,Adugodi,3.0,18.0
12.9364483,77.6924933,CAR,No Junction,HAL Old Airport,3.0,18.0
12.9785751,77.5786097,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9720243,77.7115141,CAR,No Junction,HAL Old Airport,3.0,18.0
12.9703806,77.6450637,CAR,No Junction,Jeevanbheemanagar,3.0,18.0
13.0004166,77.6776949,CAR,No Junction,Mahadevapura,3.0,18.0
12.9900257,77.5507891,CAR,"BTP170 - Dr. Bheem Rao Palace, Chord Road",Rajajinagar,3.0,18.0
12.9899838,77.5507588,CAR,"BTP170 - Dr. Bheem Rao Palace, Chord Road",Rajajinagar,3.0,18.0
12.9899198,77.5507195,CAR,"BTP170 - Dr. Bheem Rao Palace, Chord Road",Rajajinagar,3.0,18.0
13.0003891,77.6777386,CAR,No Junction,Mahadevapura,3.0,18.0
12.9899003,77.5507077,CAR,"BTP170 - Dr. Bheem Rao Palace, Chord Road",Rajajinagar,3.0,18.0
12.9898024,77.5506838,CAR,"BTP170 - Dr. Bheem Rao Palace, Chord Road",Rajajinagar,3.0,18.0
13.0004256,77.677638,CAR,No Junction,Mahadevapura,3.0,18.0
12.9697371,77.6068934,CAR,No Junction,Ashok Nagar,3.0,18.0
12.9785655,77.5786557,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9782238,77.5786611,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9692817,77.7355133,CAR,No Junction,Whitefield,3.0,18.0
12.9002819,77.5858928,CAR,No Junction,J.P. Nagar,3.0,18.0
13.0082415,77.5544451,CAR,"BTP001 - 10th Cross, Dr. Rajkumar Road",Malleshwaram,3.0,18.0
12.9818513,77.6048354,CAR,BTP211 - Central Street Junction,Shivajinagar,3.0,18.0
12.9818513,77.6048354,CAR,BTP211 - Central Street Junction,Shivajinagar,3.0,18.0
13.0806401,77.5595183,CAR,No Junction,Yelahanka,3.0,18.0
12.9818513,77.6048354,CAR,BTP211 - Central Street Junction,Shivajinagar,3.0,18.0
12.9302853,77.6850377,CAR,No Junction,HAL Old Airport,3.0,18.0
12.9832544,77.6033115,CAR,BTP211 - Central Street Junction,Shivajinagar,3.0,18.0
12.9832046,77.6032832,CAR,BTP211 - Central Street Junction,Shivajinagar,3.0,18.0
12.9839845,77.6037463,CAR,BTP211 - Central Street Junction,Shivajinagar,3.0,18.0
12.9056873,77.6296471,CAR,No Junction,HSR Layout,3.0,18.0
12.9720946,77.7115353,CAR,No Junction,Mahadevapura,3.0,18.0
12.9720792,77.7115291,CAR,No Junction,Mahadevapura,3.0,18.0
12.9721032,77.7112969,CAR,No Junction,HAL Old Airport,3.0,18.0
12.9649371,77.5807476,CAR,"BTP080 - NR Road, SP Road Junction",Halasuru Gate,3.0,18.0
12.978601,77.578478,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9934604,77.5892599,CAR,BTP032 - Windsor Circle,High ground,3.0,18.0
12.9631923,77.6752928,CAR,No Junction,HAL Old Airport,3.0,18.0
12.9804317,77.5796117,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
13.0004345,77.6773975,CAR,No Junction,Mahadevapura,3.0,18.0
12.9697251,77.606891,CAR,No Junction,Ashok Nagar,3.0,18.0
13.000461,77.6174476,CAR,No Junction,Pulikeshinagar(F.Town),3.0,18.0
13.0004259,77.677403,CAR,No Junction,Mahadevapura,3.0,18.0
12.9789711,77.5782518,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9790907,77.5782672,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9807549,77.5760149,CAR,BTP058 - Subbanna Junction,High ground,3.0,18.0
12.891373,77.6380908,CAR,No Junction,Hulimavu,3.0,18.0
12.8760149,77.6472469,CAR,No Junction,Hulimavu,3.0,18.0
12.979127,77.5782989,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9789879,77.5791398,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9789878,77.579158,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9260693,77.6170256,CAR,BTP138 - Sarjapur Road Check Post,Madiwala,3.0,18.0
12.9789835,77.5792249,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.978822,77.5796277,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.8416332,77.6472923,CAR,No Junction,Electronic City,3.0,18.0
12.9851167,77.553304,CAR,BTP061 - Bhashyam Circle,Rajajinagar,3.0,18.0
12.9820465,77.5987847,CAR,BTP173 - TMC,Shivajinagar,3.0,18.0
12.9819966,77.5989567,CAR,BTP042 - Minsk Square Junction (CTO),Shivajinagar,3.0,18.0
12.9820831,77.5994448,CAR,BTP042 - Minsk Square Junction (CTO),Shivajinagar,3.0,18.0
13.0008798,77.6771231,CAR,No Junction,K.R. Pura,3.0,18.0
13.0082806,77.6936361,CAR,No Junction,K.R. Pura,3.0,18.0
13.0654369,77.5708277,CAR,No Junction,Kodigehalli,3.0,18.0
12.9764895,77.5749075,CAR,BTP045 - Danvanthri Road Junction,Upparpet,3.0,18.0
12.8937363,77.6367612,CAR,No Junction,Hulimavu,3.0,18.0
12.9721087,77.7115575,CAR,No Junction,Mahadevapura,3.0,18.0
12.9067405,77.6283056,CAR,No Junction,Madiwala,3.0,18.0
12.9785906,77.5784202,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9537518,77.543123,CAR,"BTP095 - Satellite Bus Stand, Mysore Road",Byatarayanapura,3.0,18.0
12.9775152,77.5782534,CAR,BTP044 - Sagar Theatre Junction,Upparpet,3.0,18.0
12.9774158,77.5779402,CAR,BTP040 - Elite Junction,Upparpet,3.0,18.0
12.9784379,77.5793438,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9780656,77.57952,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9776381,77.5794511,CAR,BTP044 - Sagar Theatre Junction,Upparpet,3.0,18.0
12.9776381,77.5794511,CAR,BTP044 - Sagar Theatre Junction,Upparpet,3.0,18.0
12.9645275,77.5748097,CAR,"BTP083 - AS Char Street, Mysore Road",V.V.Puram (C.Pet),3.0,18.0
12.9645468,77.5751815,CAR,"BTP083 - AS Char Street, Mysore Road",V.V.Puram (C.Pet),3.0,18.0
12.964534,77.5754289,CAR,BTP082 - KR Market Junction,V.V.Puram (C.Pet),3.0,18.0
12.9643558,77.5758487,CAR,BTP082 - KR Market Junction,V.V.Puram (C.Pet),3.0,18.0
12.9643414,77.5758989,CAR,BTP082 - KR Market Junction,V.V.Puram (C.Pet),3.0,18.0
12.9643578,77.5758643,CAR,BTP082 - KR Market Junction,V.V.Puram (C.Pet),3.0,18.0
12.96622,77.57818,CAR,BTP082 - KR Market Junction,Halasuru Gate,3.0,18.0
13.0004177,77.6772952,CAR,No Junction,Mahadevapura,3.0,18.0
12.9666831,77.5779039,CAR,BTP082 - KR Market Junction,City Market,3.0,18.0
12.9773194,77.5773095,CAR,BTP040 - Elite Junction,Upparpet,3.0,18.0
12.9773194,77.5773095,CAR,BTP040 - Elite Junction,Upparpet,3.0,18.0
12.971565,77.6584217,CAR,No Junction,Jeevanbheemanagar,3.0,18.0
12.9797432,77.5769718,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9718551,77.6582243,CAR,No Junction,Jeevanbheemanagar,3.0,18.0
12.9537185,77.54315,CAR,"BTP095 - Satellite Bus Stand, Mysore Road",Byatarayanapura,3.0,18.0
12.9718254,77.6582468,CAR,No Junction,Jeevanbheemanagar,3.0,18.0
12.9805628,77.5797322,CAR,BTP058 - Subbanna Junction,High ground,3.0,18.0
12.9804687,77.5796978,CAR,BTP058 - Subbanna Junction,High ground,3.0,18.0
13.0064277,77.6871574,CAR,No Junction,K.R. Pura,3.0,18.0
13.0060643,77.6864047,CAR,No Junction,K.R. Pura,3.0,18.0
12.9521449,77.700165,CAR,No Junction,HAL Old Airport,3.0,18.0
12.9768117,77.5785751,CAR,BTP044 - Sagar Theatre Junction,Upparpet,3.0,18.0
13.0057703,77.6860761,CAR,No Junction,K.R. Pura,3.0,18.0
13.0057876,77.6858081,CAR,No Junction,K.R. Pura,3.0,18.0
12.9791576,77.5779697,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9838217,77.6036817,CAR,BTP211 - Central Street Junction,Shivajinagar,3.0,18.0
12.9838217,77.6036817,CAR,BTP211 - Central Street Junction,Shivajinagar,3.0,18.0
12.9937139,77.703444,CAR,No Junction,Mahadevapura,3.0,18.0
12.9784339,77.7096141,CAR,No Junction,Mahadevapura,3.0,18.0
12.9785485,77.7096538,CAR,No Junction,Mahadevapura,3.0,18.0
12.9792357,77.7099188,CAR,No Junction,Mahadevapura,3.0,18.0
12.9633121,77.5764783,CAR,BTP082 - KR Market Junction,City Market,3.0,18.0
13.0107308,77.6978387,CAR,No Junction,K.R. Pura,3.0,18.0
12.9634391,77.5765305,CAR,BTP082 - KR Market Junction,City Market,3.0,18.0
12.9630048,77.5763688,CAR,BTP082 - KR Market Junction,City Market,3.0,18.0
12.972997,77.5784294,CAR,BTP044 - Sagar Theatre Junction,Upparpet,3.0,18.0
12.9791275,77.5773071,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.979034,77.5793331,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
13.1841858,77.679735,CAR,No Junction,Chikkajala,3.0,18.0
12.9790753,77.5789453,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
13.0059133,77.5575567,CAR,"BTP001 - 10th Cross, Dr. Rajkumar Road",Malleshwaram,3.0,18.0
13.0059133,77.5575567,CAR,"BTP001 - 10th Cross, Dr. Rajkumar Road",Malleshwaram,3.0,18.0
13.0059133,77.5575567,CAR,"BTP001 - 10th Cross, Dr. Rajkumar Road",Malleshwaram,3.0,18.0
13.0059133,77.5575567,CAR,"BTP001 - 10th Cross, Dr. Rajkumar Road",Malleshwaram,3.0,18.0
13.0059133,77.5575567,CAR,"BTP001 - 10th Cross, Dr. Rajkumar Road",Malleshwaram,3.0,18.0
12.9569693,77.7456682,CAR,No Junction,Whitefield,3.0,18.0
13.1839729,77.6797464,CAR,No Junction,Chikkajala,3.0,18.0
13.1841339,77.6797516,CAR,No Junction,Chikkajala,3.0,18.0
13.1839729,77.6797464,CAR,No Junction,Chikkajala,3.0,18.0
13.184101,77.6797633,CAR,No Junction,Chikkajala,3.0,18.0
13.0058147,77.6858188,CAR,No Junction,K.R. Pura,3.0,18.0
12.9776059,77.5772613,CAR,BTP040 - Elite Junction,Upparpet,3.0,18.0
12.9885022,77.5500457,CAR,BTP018 - Dhobi Ghat Junction,Vijayanagara,3.0,18.0
12.9790375,77.5796129,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.978702,77.5795089,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9650981,77.5840488,CAR,"BTP080 - NR Road, SP Road Junction",Halasuru Gate,3.0,18.0
12.9776776,77.577121,CAR,BTP040 - Elite Junction,Upparpet,3.0,18.0
12.9779812,77.5794254,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.978124,77.577433,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
13.0081997,77.6933216,CAR,No Junction,K.R. Pura,3.0,18.0
13.0053746,77.6852067,CAR,No Junction,K.R. Pura,3.0,18.0
12.8990591,77.6754494,CAR,No Junction,Bellandur,3.0,18.0
12.9688792,77.5365647,CAR,"BTP022 - Marenahalli Junction, Vijayanagar",Vijayanagara,3.0,18.0
13.0629617,77.5921633,CAR,No Junction,Kodigehalli,3.0,18.0
13.0966618,77.599893,CAR,No Junction,Yelahanka,3.0,18.0
12.9202954,77.6208828,CAR,BTP137 - Madiwala Traffic PS Junction,Madiwala,3.0,18.0
12.9122922,77.6362834,CAR,No Junction,HSR Layout,3.0,18.0
12.9832997,77.5369611,CAR,No Junction,Kamakshipalya,3.0,18.0
12.9841536,77.5369803,CAR,BTP208 - Havanur Circle,Kamakshipalya,3.0,18.0
13.0357791,77.7354868,CAR,No Junction,K.R. Pura,3.0,18.0
13.1841896,77.6797125,CAR,No Junction,Chikkajala,3.0,18.0
12.8933597,77.6370012,CAR,No Junction,Hulimavu,3.0,18.0
12.8934717,77.6369126,CAR,No Junction,Hulimavu,3.0,18.0
12.8933423,77.6373297,CAR,No Junction,HSR Layout,3.0,18.0
13.1842146,77.679768,CAR,No Junction,Chikkajala,3.0,18.0
13.1842123,77.6797784,CAR,No Junction,Chikkajala,3.0,18.0
13.0620633,77.5870817,CAR,No Junction,Kodigehalli,3.0,18.0
12.9776948,77.5794359,CAR,BTP044 - Sagar Theatre Junction,Upparpet,3.0,18.0
12.977604,77.5794292,CAR,BTP044 - Sagar Theatre Junction,Upparpet,3.0,18.0
12.977723,77.5794038,CAR,BTP044 - Sagar Theatre Junction,Upparpet,3.0,18.0
12.9777669,77.5794138,CAR,BTP044 - Sagar Theatre Junction,Upparpet,3.0,18.0
12.9785744,77.5792642,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9759214,77.5782238,CAR,BTP044 - Sagar Theatre Junction,Upparpet,3.0,18.0
12.9763957,77.5784591,CAR,BTP044 - Sagar Theatre Junction,Upparpet,3.0,18.0
12.9247675,77.6949409,CAR,No Junction,Bellandur,3.0,18.0
12.9776488,77.5763969,CAR,BTP040 - Elite Junction,Upparpet,3.0,18.0
12.9790366,77.5793117,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9789805,77.5782311,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9786027,77.578499,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9644381,77.5766013,CAR,BTP082 - KR Market Junction,City Market,3.0,18.0
12.9775969,77.5766145,CAR,BTP040 - Elite Junction,Upparpet,3.0,18.0
12.978392,77.5786379,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9780458,77.5794973,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9780641,77.5753063,CAR,BTP045 - Danvanthri Road Junction,Upparpet,3.0,18.0
12.9783482,77.578633,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9785368,77.5786483,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9780388,77.5773612,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9780145,77.5786428,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9776873,77.5769747,CAR,BTP040 - Elite Junction,Upparpet,3.0,18.0
12.998329,77.6718377,CAR,No Junction,Banaswadi,3.0,18.0
12.9780605,77.5776177,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9780558,77.5772565,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9977438,77.6700993,CAR,No Junction,Banaswadi,3.0,18.0
13.0291074,77.5404975,CAR,No Junction,Yeshwanthpura,3.0,18.0
13.0082094,77.694353,CAR,No Junction,K.R. Pura,3.0,18.0
13.0090834,77.5431437,CAR,No Junction,Rajajinagar,3.0,18.0
12.9473815,77.7463023,CAR,No Junction,Whitefield,3.0,18.0
12.9563903,77.7029566,CAR,No Junction,HAL Old Airport,3.0,18.0
12.9562263,77.732059,CAR,No Junction,Whitefield,3.0,18.0
12.9769677,77.5757673,CAR,BTP040 - Elite Junction,Upparpet,3.0,18.0
12.9558644,77.7256505,CAR,No Junction,Whitefield,3.0,18.0
12.9778788,77.577245,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9780927,77.5793688,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9778404,77.5794506,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9780641,77.5753063,CAR,BTP045 - Danvanthri Road Junction,Upparpet,3.0,18.0
12.95909,77.5191292,CAR,No Junction,Byatarayanapura,3.0,18.0
13.0464327,77.5225544,CAR,No Junction,Jalahalli,3.0,18.0
12.9630325,77.5764024,CAR,BTP082 - KR Market Junction,City Market,3.0,18.0
12.9375672,77.7005151,CAR,No Junction,HAL Old Airport,3.0,18.0
12.9372805,77.7019916,CAR,No Junction,HAL Old Airport,3.0,18.0
13.183755,77.6799783,CAR,No Junction,Chikkajala,3.0,18.0
12.9388803,77.6967122,CAR,No Junction,HAL Old Airport,3.0,18.0
12.9782471,77.5739216,CAR,BTP057 - Anand Rao Junction,Upparpet,3.0,18.0
13.0081182,77.5544198,CAR,"BTP001 - 10th Cross, Dr. Rajkumar Road",Malleshwaram,3.0,18.0
13.0081314,77.5544931,CAR,"BTP001 - 10th Cross, Dr. Rajkumar Road",Malleshwaram,3.0,18.0
13.0081314,77.5544931,CAR,"BTP001 - 10th Cross, Dr. Rajkumar Road",Malleshwaram,3.0,18.0
12.9792624,77.6951836,CAR,No Junction,Mahadevapura,3.0,18.0
12.9814652,77.6308448,CAR,No Junction,Halasur,3.0,18.0
12.9815376,77.6286424,CAR,No Junction,Halasur,3.0,18.0
12.9789695,77.5921215,CAR,BTP047 - Vidhan Soudha Metro Station,Cubbon Park,3.0,18.0
12.927292,77.6164007,CAR,BTP138 - Sarjapur Road Check Post,Madiwala,3.0,18.0
13.1838919,77.6796865,CAR,No Junction,Chikkajala,3.0,18.0
12.9268096,77.6161576,CAR,BTP138 - Sarjapur Road Check Post,Madiwala,3.0,18.0
12.973796,77.5497703,CAR,"BTP070 - Cholurpalya Junction, Magadi Road",Magadi Road,3.0,18.0
12.9809368,77.6146419,CAR,No Junction,Shivajinagar,3.0,18.0
12.9809368,77.6146419,CAR,No Junction,Shivajinagar,3.0,18.0
12.9789798,77.5807957,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
13.0084736,77.6938748,CAR,No Junction,K.R. Pura,3.0,18.0
13.0629224,77.587006,CAR,No Junction,Kodigehalli,3.0,18.0
13.0629224,77.587006,CAR,No Junction,Kodigehalli,3.0,18.0
13.0636344,77.5868493,CAR,No Junction,Kodigehalli,3.0,18.0
12.9789798,77.5807957,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9788144,77.5750605,CAR,BTP057 - Anand Rao Junction,Upparpet,3.0,18.0
12.9446555,77.5970553,CAR,"BTP123 - 10th Cross, Wilson Garden",Wilson Garden,3.0,18.0
13.0350531,77.5679611,CAR,No Junction,Kodigehalli,3.0,18.0
12.9590083,77.5774372,CAR,BTP118 - Basappa Circle,City Market,3.0,18.0
13.0082608,77.5545705,CAR,"BTP001 - 10th Cross, Dr. Rajkumar Road",Malleshwaram,3.0,18.0
13.0633776,77.5912354,CAR,No Junction,Kodigehalli,3.0,18.0
13.0622527,77.5872371,CAR,No Junction,Kodigehalli,3.0,18.0
13.0637386,77.5884539,CAR,No Junction,Kodigehalli,3.0,18.0
13.0633651,77.5868676,CAR,No Junction,Kodigehalli,3.0,18.0
12.8435113,77.6442798,CAR,No Junction,Electronic City,3.0,18.0
12.9202458,77.6209923,CAR,BTP137 - Madiwala Traffic PS Junction,Madiwala,3.0,18.0
13.0278334,77.5743277,CAR,No Junction,Sadashivanagar,3.0,18.0
13.0713412,77.6075208,CAR,No Junction,Hebbala,3.0,18.0
13.0714404,77.6075083,CAR,No Junction,Hebbala,3.0,18.0
13.0409867,77.61942,CAR,No Junction,Hennuru,3.0,18.0
12.9724873,77.5119707,CAR,No Junction,Jnanabharathi,3.0,18.0
12.9724541,77.5121214,CAR,No Junction,Jnanabharathi,3.0,18.0
13.121881,77.630836,CAR,No Junction,Yelahanka,3.0,18.0
12.9975405,77.5502248,CAR,BTP027 - Modi Bridge Junction,Vijayanagara,3.0,18.0
12.9631202,77.576402,CAR,BTP082 - KR Market Junction,City Market,3.0,18.0
12.9634749,77.576491,CAR,BTP082 - KR Market Junction,V.V.Puram (C.Pet),3.0,18.0
12.9631486,77.5764053,CAR,BTP082 - KR Market Junction,City Market,3.0,18.0
12.8923033,77.6377717,CAR,No Junction,Hulimavu,3.0,18.0
12.9631597,77.5764242,CAR,BTP082 - KR Market Junction,City Market,3.0,18.0
12.9634749,77.576491,CAR,BTP082 - KR Market Junction,V.V.Puram (C.Pet),3.0,18.0
12.9631486,77.5764053,CAR,BTP082 - KR Market Junction,City Market,3.0,18.0
12.9631202,77.576402,CAR,BTP082 - KR Market Junction,City Market,3.0,18.0
12.9631486,77.5764053,CAR,BTP082 - KR Market Junction,City Market,3.0,18.0
12.977295,77.5772647,CAR,BTP040 - Elite Junction,Upparpet,3.0,18.0
13.0073039,77.5711993,CAR,No Junction,Malleshwaram,3.0,18.0
13.0072512,77.571155,CAR,No Junction,Malleshwaram,3.0,18.0
12.9790337,77.579037,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9790751,77.5781818,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9780224,77.577613,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
13.1839957,77.6797791,CAR,No Junction,Chikkajala,3.0,18.0
12.9633655,77.5773861,CAR,BTP082 - KR Market Junction,City Market,3.0,18.0
12.9568479,77.701036,CAR,No Junction,HAL Old Airport,3.0,18.0
12.963716,77.5772338,CAR,BTP082 - KR Market Junction,City Market,3.0,18.0
12.9634838,77.5773713,CAR,BTP082 - KR Market Junction,City Market,3.0,18.0
13.0215545,77.5518045,CAR,No Junction,Yeshwanthpura,3.0,18.0
12.9708821,77.7125171,CAR,No Junction,HAL Old Airport,3.0,18.0
12.9119245,77.6379677,CAR,No Junction,HSR Layout,3.0,18.0
12.8933412,77.6370344,CAR,No Junction,Hulimavu,3.0,18.0
12.8933318,77.6370405,CAR,No Junction,Hulimavu,3.0,18.0
12.9635644,77.5772396,CAR,BTP082 - KR Market Junction,City Market,3.0,18.0
12.952555,77.541245,CAR,BTP096 - Gali Anjaneya Temple,Byatarayanapura,3.0,18.0
12.9522883,77.5408433,CAR,BTP096 - Gali Anjaneya Temple,Byatarayanapura,3.0,18.0
12.9522527,77.5408708,CAR,BTP096 - Gali Anjaneya Temple,Byatarayanapura,3.0,18.0
12.9521197,77.5406896,CAR,BTP096 - Gali Anjaneya Temple,Byatarayanapura,3.0,18.0
12.9744051,77.5749458,CAR,BTP043 - Upparpet Junction,Upparpet,3.0,18.0
12.953397,77.542029,CAR,BTP096 - Gali Anjaneya Temple,Byatarayanapura,3.0,18.0
12.9757801,77.5759017,CAR,BTP040 - Elite Junction,Upparpet,3.0,18.0
12.8922733,77.637685,CAR,No Junction,Hulimavu,3.0,18.0
12.9714993,77.711981,CAR,No Junction,HAL Old Airport,3.0,18.0
12.9584956,77.5868973,CAR,BTP180 - Swagath Poornima Theatre,Wilson Garden,3.0,18.0
12.935635,77.60847,CAR,BTP136 - Hosur-Tavarkere Road Junction,Mico Layout,3.0,18.0
12.893145,77.6371817,CAR,No Junction,Hulimavu,3.0,18.0
13.0009157,77.6769363,CAR,No Junction,Banaswadi,3.0,18.0
13.0009192,77.6771128,CAR,No Junction,K.R. Pura,3.0,18.0
12.9764029,77.5757355,CAR,BTP040 - Elite Junction,Upparpet,3.0,18.0
13.0131062,77.5538172,CAR,No Junction,Malleshwaram,3.0,18.0
12.9797912,77.5749314,CAR,BTP057 - Anand Rao Junction,Upparpet,3.0,18.0
13.0054054,77.6852926,CAR,No Junction,K.R. Pura,3.0,18.0
13.0305309,77.5366505,CAR,No Junction,Yeshwanthpura,3.0,18.0
13.096443,77.5997055,CAR,No Junction,Yelahanka,3.0,18.0
12.9775285,77.5794694,CAR,BTP044 - Sagar Theatre Junction,Upparpet,3.0,18.0
12.9780661,77.5786642,CAR,BTP058 - Subbanna Junction,Upparpet,3.0,18.0
12.9615785,77.7481046,CAR,No Junction,Whitefield,3.0,18.0
